estado_65 = [18,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,1,1,0,0,1,0,0]
estado_66 = [19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0]
estado_67 = [20,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0]
estado_68 = [21,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0]
estado_69 = [21,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0]
estado_70 = [22,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0]
estado_71 = [22,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0]
estado_72 = [23,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,1,1,0,0,1,0,0]
estado_73 = [24,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0]
estado_74 = [25,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1]
estado_75 = [26,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0]
estado_76 = [26,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0]
estado_77 = [27,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,1,1,0,0,1,0,0]
estado_78 = [28,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0]
estado_79 = [29,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1]
estado_80 = [30,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0]
estado_81 = [30,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0]
estado_82 = [31,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0]
estado_83 = [32,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0]
estado_84 = [33,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0]
estado_85 = [34,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0]
estado_86 = [34,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,1,1,1,0,0,0,0]
estado_87 = [35,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,0,0]
estado_88 = [36,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0]
estado_89 = [37,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1]
estado_90 = [38,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0]
estado_91 = [0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,2,0,0,0,0,0]
estado_92 = [0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0]
estado_93 = [0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0]
estado_94 = [0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0]
estado_95 = [1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0]
estado_96 = [1,0,2,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,1,2,1,0,0,0,0]
estado_97 = [2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,2,0,0,1,0,0]
estado_98 = [3,0,2,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,2,0,0,0,0,0]
estado_99 = [4,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,2,0,0,0,0,0]
estado_100 = [5,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0]
estado_101 = [5,0,2,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,1,2,0,0,0,0,0]
estado_102 = [6,0,2,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,1,2,0,0,1,0,0]
estado_103 = [7,0,2,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,2,0,0,0,0,0]
estado_104 = [8,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,2,0,0,0,0,0]
estado_105 = [9,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0]
estado_106 = [9,0,2,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,1,2,0,0,0,0,0]
estado_107 = [10,0,2,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,1,2,0,0,1,0,0]
estado_108 = [11,0,2,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,2,0,0,0,0,0]
estado_109 = [12,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,2,0,0,0,0,0]
estado_110 = [13,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0]
estado_111 = [14,0,2,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,1,2,0,0,0,0,0]
estado_112 = [14,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,2,0,0,1,0,0]
estado_113 = [15,0,2,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,2,0,0,0,0,0]
estado_114 = [16,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,2,0,0,0,0,0]
estado_115 = [17,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0]
estado_116 = [17,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0]
estado_117 = [18,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0]
estado_118 = [18,0,2,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,1,2,0,0,0,0,0]
estado_119 = [19,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,2,0,0,0,0,0]
estado_120 = [20,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,2,0,0,0,1,0]
estado_121 = [21,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,1]
estado_122 = [22,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0]
estado_123 = [22,0,2,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,2,1,0,0,0,0]
estado_124 = [23,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,2,0,0,1,0,0]
estado_125 = [24,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,2,0,0,0,1,0]
estado_126 = [25,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0]
estado_127 = [26,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0]
estado_128 = [30,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0]
estado_129 = [30,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0]
estado_130 = [30,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0]
estado_131 = [30,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0]
estado_132 = [30,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0]
estado_133 = [30,0,2,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,1,2,1,0,0,0,0]
estado_134 = [31,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,2,0,0,1,0,0]
estado_135 = [32,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,2,0,0,0,1,0]
estado_136 = [33,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,2,0,0,0,0,1]
estado_137 = [34,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0]
estado_138 = [34,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0]
estado_139 = [35,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0]
estado_140 = [35,0,2,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,1,2,0,0,0,0,0]
estado_141 = [36,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,2,0,0,0,0,0]
estado_142 = [37,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,2,0,0,0,1,0]
estado_143 = [38,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,1]
estado_144 = [39,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0]
estado_145 = [39,0,2,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,2,0,0,0,0,0]
estado_146 = [40,0,2,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,1,2,0,0,1,0,0]
estado_147 = [41,0,2,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,2,0,0,0,0,0]
estado_148 = [42,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,1]
estado_149 = [43,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0]
estado_150 = [0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,3,0,0,0,0,0]
estado_151 = [0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,3,0,0,0,0,0]
estado_152 = [0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,3,0,0,0,0,0]
estado_153 = [0,0,3,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,1,3,0,0,0,0,0]
estado_154 = [1,0,3,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,1,3,0,0,0,0,0]
estado_155 = [2,0,3,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,3,0,0,0,0,0]
estado_156 = [3,0,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,3,0,0,0,0,0]
estado_157 = [4,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,3,0,0,0,0,0]
estado_158 = [4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,1,0,0,0]
estado_159 = [5,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,3,0,0,0,0,0]
estado_160 = [5,0,3,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,1,3,0,0,0,0,0]
estado_161 = [6,0,3,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,3,0,0,1,0,0]
estado_162 = [7,0,3,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,3,0,0,0,0,0]
estado_163 = [8,0,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,3,0,0,0,0,0]
estado_164 = [9,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,3,0,0,0,0,0]
estado_165 = [9,0,3,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,1,3,1,0,0,0,0]
estado_166 = [10,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,3,0,0,1,0,0]
estado_167 = [11,0,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,3,0,0,0,1,0]
estado_168 = [12,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,0,0,0,0,0]
estado_169 = [13,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,3,0,0,0,0,0]
estado_170 = [13,0,3,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,1,3,0,0,0,0,0]
estado_171 = [14,0,3,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,3,0,0,1,0,0]
estado_172 = [15,0,3,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,3,0,0,0,0,0]
estado_173 = [16,0,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,3,0,0,0,0,1]
estado_174 = [17,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,3,0,0,0,0,0]
estado_175 = [17,0,3,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,1,3,0,0,0,0,0]
estado_176 = [18,0,3,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,1,3,0,0,0,0,0]
estado_177 = [19,0,3,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,3,0,0,0,1,0]
estado_178 = [20,0,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,3,0,0,0,0,0]
estado_179 = [21,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,3,0,0,0,0,0]
estado_180 = [21,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,1,0,0,0]
estado_181 = [22,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,3,0,0,0,0,0]
estado_182 = [22,0,3,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,1,3,0,0,0,0,0]
estado_183 = [23,0,3,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,1,3,0,0,0,0,0]
estado_184 = [24,0,3,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,3,0,0,0,0,0]
estado_185 = [25,0,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,3,0,0,0,0,0]
estado_186 = [26,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,3,0,0,0,0,0]
estado_187 = [26,0,3,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,3,0,0,0,0,0]
estado_188 = [27,0,3,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,3,0,0,1,0,0]
estado_189 = [28,0,3,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,3,0,0,0,1,0]
estado_190 = [29,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,3,0,0,0,0,1]
estado_191 = [30,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,3,0,0,0,0,0]
estado_192 = [30,0,3,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,3,1,0,0,0,0]
estado_193 = [31,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,3,0,0,0,0,0]
estado_194 = [32,0,3,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,3,0,0,0,1,0]
estado_195 = [33,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,3,0,0,0,0,1]
estado_196 = [34,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,3,0,0,0,0,0]
estado_197 = [34,0,3,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,1,3,1,0,0,0,0]
estado_198 = [35,0,3,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,1,3,0,0,1,0,0]
estado_199 = [36,0,3,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,3,0,0,0,1,0]
estado_200 = [37,0,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,3,0,0,0,0,0]
estado_201 = [38,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,3,0,0,0,0,0]
estado_202 = [0,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,4,0,0,0,0,0]
estado_203 = [0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,4,0,0,0,0,0]
estado_204 = [0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,4,0,0,0,0,0]
estado_205 = [0,0,4,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,4,0,0,0,0,0]
estado_206 = [1,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,4,0,0,0,0,0]
estado_207 = [1,0,4,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,1,4,0,0,0,0,0]
estado_208 = [2,0,4,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,4,0,0,0,0,0]
estado_209 = [3,0,4,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,4,0,0,0,0,0]
estado_210 = [4,0,4,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,4,0,0,0,0,0]
estado_211 = [5,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,4,0,0,0,0,0]
estado_212 = [5,0,4,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,1,4,1,0,0,0,0]
estado_213 = [6,0,4,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,1,4,0,0,0,0,0]
estado_214 = [7,0,4,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,4,0,0,0,1,0]
estado_215 = [8,0,4,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,4,0,0,0,0,0]
estado_216 = [9,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,4,0,0,0,0,0]
estado_217 = [9,0,4,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,4,1,0,0,0,0]
